Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
69.32,49,146.8775,2.9975
69.34,49,146.9265,2.9985
69.36,49,146.9265,2.9985
69.38,49,146.9265,2.9985
69.4,49,146.9265,2.9985
69.42,49,146.951,2.999
69.44,49,146.8775,2.9975
69.46,49,146.9265,2.9985
69.48,49,146.9265,2.9985
69.5,49,146.9265,2.9985
69.52,49,146.8775,2.9975
69.54,49,146.9265,2.9985
69.56,49,146.951,2.999
69.58,49,146.9265,2.9985
69.6,49,146.9265,2.9985
69.62,49,146.9265,2.9985
69.64,49,146.9265,2.9985
69.66,49,146.951,2.999
69.68,49,146.951,2.999
69.7,40.5,121.4393,2.9985
69.72,40,119.94,2.9985
69.74,40,119.94,2.9985
69.76,40,119.94,2.9985
69.78,40.5,121.4393,2.9985
69.8,40,119.94,2.9985
69.82,40,119.94,2.9985
69.84,40,119.94,2.9985
69.86,40,119.96,2.999
69.88,40,119.94,2.9985
69.9,40,119.9,2.9975
69.92,40,119.94,2.9985
69.94,40,119.96,2.999
69.96,40,119.96,2.999
69.98,39.5,118.3815,2.997
70,40,119.94,2.9985
70.02,40,119.96,2.999
70.04,40,119.94,2.9985
70.06,40,119.96,2.999
70.08,40.5,121.4393,2.9985
70.1,40.5,121.3988,2.9975
70.12,40,119.9,2.9975
70.14,40,119.94,2.9985
70.16,39.5,118.4408,2.9985
70.18,40.5,121.4393,2.9985
70.2,37.5,112.4625,2.999
70.22,37.5,112.4062,2.9975
70.24,37.5,112.4438,2.9985
70.26,37.5,112.4625,2.999
70.28,37.5,112.4438,2.9985
70.3,37.5,112.4438,2.9985
70.32,37.5,112.4438,2.9985
70.34,37.5,112.4625,2.999
70.36,37.5,112.4625,2.999
70.38,37.5,112.4062,2.9975
70.4,37.5,112.4062,2.9975
70.42,37.5,112.4438,2.9985
70.44,37.5,112.4062,2.9975
70.46,37.5,112.4438,2.9985
70.48,37.5,112.4438,2.9985
70.5,37.5,112.4438,2.9985
70.52,37.5,112.4438,2.9985
70.54,37.5,112.4062,2.9975
70.56,37.5,112.4438,2.9985
70.58,37.5,112.4438,2.9985
70.6,37.5,112.4438,2.9985
70.62,37.5,112.4438,2.9985
70.64,37.5,112.4062,2.9975
70.66,37.5,112.4625,2.999
70.68,37.5,112.4062,2.9975
70.7,46,137.931,2.9985
70.72,46,137.931,2.9985
70.74,46,137.931,2.9985
70.76,46,137.885,2.9975
70.78,46.5,139.3837,2.9975
70.8,46,137.885,2.9975
70.82,46,137.954,2.999
70.84,46,137.931,2.9985
70.86,46,137.931,2.9985
70.88,46.5,139.4535,2.999
70.9,46,137.931,2.9985
70.92,46,137.931,2.9985
70.94,46,137.931,2.9985
70.96,46,137.954,2.999
70.98,46,137.931,2.9985
71,46,137.954,2.999
71.02,45,134.955,2.999
71.04,45,134.9325,2.9985
71.06,45,134.8875,2.9975
71.08,45,134.9325,2.9985
71.1,45,134.9325,2.9985
71.12,45,134.9325,2.9985
71.14,45,134.9325,2.9985
71.16,45,134.955,2.999
71.18,45,134.9325,2.9985
71.2,45,134.8875,2.9975
71.22,45,134.9325,2.9985
71.24,45,134.8875,2.9975
71.26,45,134.9325,2.9985
71.28,45.5,136.4545,2.999
71.3,45,134.9325,2.9985
71.32,45,134.9325,2.9985
71.34,44.5,133.4333,2.9985
71.36,45,134.955,2.999
71.38,45,134.9325,2.9985
71.4,45,134.8875,2.9975
71.42,45,134.955,2.999
71.44,45,134.9325,2.9985
71.46,44,131.934,2.9985
71.48,45,134.9325,2.9985
71.5,45,134.865,2.997
71.52,45,134.955,2.999
71.54,45,134.9325,2.9985
71.56,45,134.9325,2.9985
71.58,45,134.9325,2.9985
71.6,45,134.8875,2.9975
71.62,45,134.9325,2.9985
71.64,44,131.89,2.9975
71.66,45,134.9325,2.9985
71.68,45,134.9325,2.9985
71.7,36.5,109.4635,2.999
71.72,36.5,109.4087,2.9975
71.74,36.5,109.4087,2.9975
71.76,36.5,109.4635,2.999
71.78,37,110.9075,2.9975
71.8,36.5,109.4453,2.9985
71.82,36.5,109.4635,2.999
71.84,36.5,109.4453,2.9985
71.86,36.5,109.4453,2.9985
71.88,36.5,109.4818,2.9995
71.9,36.5,109.4635,2.999
71.92,36.5,109.4453,2.9985
71.94,36.5,109.4453,2.9985
71.96,36.5,109.4087,2.9975
71.98,36.5,109.4453,2.9985
72,36.5,109.4453,2.9985
72.02,36.5,109.4453,2.9985
72.04,37,110.9445,2.9985
72.06,37,110.9445,2.9985
72.08,37,110.9815,2.9995
72.1,37,110.9445,2.9985
72.12,37,110.9445,2.9985
72.14,37,110.963,2.999
72.16,37,110.9445,2.9985
72.18,37,110.9445,2.9985
72.2,37,110.9445,2.9985
72.22,37,110.9075,2.9975
72.24,36.5,109.4635,2.999
72.26,37,110.9445,2.9985
72.28,37,110.9445,2.9985
72.3,37,110.9445,2.9985
72.32,36.5,109.4453,2.9985
72.34,37,110.963,2.999
72.36,37,110.9445,2.9985
72.38,37,110.9445,2.9985
72.4,37,110.9445,2.9985
72.42,40,119.9,2.9975
72.44,40,119.94,2.9985
72.46,40,119.96,2.999
72.48,40,119.96,2.999
72.5,40,119.94,2.9985
72.52,40,119.94,2.9985
72.54,40,119.94,2.9985
72.56,40.5,121.4393,2.9985
72.58,40,119.94,2.9985
72.6,40,119.96,2.999
72.62,40,119.94,2.9985
72.64,40,119.94,2.9985
72.66,40,119.96,2.999
72.68,40.5,121.3785,2.997
72.7,49,146.9265,2.9985
72.72,48.5,145.4273,2.9985
72.74,48.5,145.4273,2.9985
72.76,49,146.9265,2.9985
72.78,49,146.9265,2.9985
72.8,49,146.8775,2.9975
72.82,49,146.9265,2.9985
72.84,48.5,145.4515,2.999
72.86,49,146.9265,2.9985
72.88,49,146.8775,2.9975
72.9,49,146.951,2.999
72.92,48.5,145.4273,2.9985
72.94,48,143.88,2.9975
72.96,49,146.9265,2.9985
72.98,49,146.8775,2.9975
73,49,146.951,2.999
73.02,49,146.9265,2.9985
73.04,48.5,145.4273,2.9985
73.06,49,146.9265,2.9985
73.08,49,146.9265,2.9985
73.1,48.5,145.4273,2.9985
73.12,48,143.952,2.999
73.14,49,146.9265,2.9985
73.16,49,146.9265,2.9985
73.18,49,146.9265,2.9985
73.2,48.5,145.4273,2.9985
73.22,48.5,145.4273,2.9985
73.24,49,146.9265,2.9985
73.26,48.5,145.4515,2.999
73.28,48.5,145.4273,2.9985
73.3,49,146.9265,2.9985
73.32,48.5,145.3788,2.9975
73.34,48.5,145.4515,2.999
73.36,48.5,145.4273,2.9985
73.38,49,146.951,2.999
73.4,48.5,145.4273,2.9985
73.42,49,146.951,2.999
73.44,48.5,145.4273,2.9985
73.46,48.5,145.3788,2.9975
73.48,49,146.951,2.999
73.5,49,146.8775,2.9975
73.52,48.5,145.4273,2.9985
73.54,49,146.8775,2.9975
73.56,49,146.9265,2.9985
73.58,49,146.9265,2.9985
73.6,49,146.8775,2.9975
73.62,49,146.8775,2.9975
73.64,48.5,145.4273,2.9985
73.66,49,146.9265,2.9985
73.68,49,146.8775,2.9975
73.7,40,119.94,2.9985
73.72,40,119.94,2.9985
73.74,37.5,112.4438,2.9985
73.76,37.5,112.4438,2.9985
73.78,37.5,112.4438,2.9985
73.8,37.5,112.4438,2.9985
73.82,37,110.9445,2.9985
73.86,37.5,112.4438,2.9985
73.88,37.5,112.4625,2.999
73.9,37.5,112.4062,2.9975
73.92,37,110.9445,2.9985
73.94,37.5,112.4438,2.9985
73.96,37.5,112.4438,2.9985
73.98,37.5,112.4438,2.9985
74,37.5,112.4438,2.9985
74.02,37,110.9445,2.9985
74.04,37,110.9075,2.9975
74.06,37,110.9445,2.9985
74.08,37.5,112.4062,2.9975
74.1,37,110.9445,2.9985
74.12,37.5,112.4438,2.9985
74.14,37,110.9075,2.9975
74.16,37.5,112.4438,2.9985
74.18,37.5,112.4438,2.9985
74.2,37.5,112.4438,2.9985
74.22,37,110.9445,2.9985
74.24,37.5,112.4438,2.9985
74.26,37.5,112.4438,2.9985
74.28,37.5,112.4438,2.9985
74.3,37.5,112.4438,2.9985
74.32,37,110.9445,2.9985
74.34,37,110.9445,2.9985
74.36,37.5,112.4062,2.9975
74.38,37.5,112.4438,2.9985
74.4,37.5,112.4062,2.9975
74.42,37,110.9445,2.9985
74.44,37,110.963,2.999
74.46,37.5,112.4062,2.9975
74.48,37.5,112.4625,2.999
74.5,37.5,112.4438,2.9985
74.52,37,110.963,2.999
74.54,37,110.963,2.999
74.56,37,110.963,2.999
74.58,37.5,112.4062,2.9975
74.6,36.5,109.4635,2.999
74.62,37,110.9445,2.9985
74.64,37.5,112.4625,2.999
74.66,37.5,112.4438,2.9985
74.68,37.5,112.4062,2.9975
74.7,46,137.931,2.9985
74.72,46,137.931,2.9985
74.74,45.5,136.4317,2.9985
74.76,46,137.885,2.9975
74.78,46,137.931,2.9985
74.8,46,137.977,2.9995
74.82,46,137.885,2.9975
74.84,46,137.931,2.9985
74.86,46,137.954,2.999
74.88,46,137.931,2.9985
74.9,46,137.931,2.9985
74.92,45.5,136.4317,2.9985
74.94,45.5,136.4317,2.9985
74.96,46,137.954,2.999
74.98,46,137.954,2.999
75,45.5,136.4545,2.999
75.02,46,137.954,2.999
75.04,46,137.954,2.999
75.06,46,137.931,2.9985
75.08,49,146.951,2.999
75.1,48.5,145.3788,2.9975
75.12,48.5,145.4273,2.9985
75.14,48.5,145.3788,2.9975
75.16,49,146.9265,2.9985
75.18,49,146.9265,2.9985
75.2,48.5,145.4515,2.999
75.22,48.5,145.4273,2.9985
75.24,49,146.9265,2.9985
75.26,48.5,145.4515,2.999
75.28,49,146.9265,2.9985
75.3,48.5,145.4273,2.9985
75.32,48.5,145.4273,2.9985
75.34,48.5,145.4273,2.9985
75.36,49,146.9265,2.9985
75.38,49,146.9265,2.9985
75.4,49,146.9265,2.9985
75.42,48.5,145.4515,2.999
75.44,48.5,145.4273,2.9985
75.46,48.5,145.4515,2.999
75.48,49,146.9265,2.9985
75.5,48.5,145.4758,2.9995
75.52,48.5,145.4273,2.9985
75.54,48.5,145.4515,2.999
75.56,49,146.8775,2.9975
75.58,48.5,145.4515,2.999
75.6,48.5,145.4273,2.9985
75.62,48.5,145.4273,2.9985
75.64,48.5,145.4273,2.9985
75.66,48.5,145.3788,2.9975
75.68,48.5,145.4273,2.9985
75.7,39.5,118.4408,2.9985
75.72,40,119.94,2.9985
75.74,40,119.94,2.9985
75.76,40,119.94,2.9985
75.78,40,119.94,2.9985
75.8,40,119.96,2.999
75.82,40,119.9,2.9975
75.84,40,119.9,2.9975
75.86,40,119.94,2.9985
75.88,40,119.94,2.9985
75.9,40,119.94,2.9985
75.92,40,119.96,2.999
75.94,40,119.94,2.9985
75.96,40,119.94,2.9985
75.98,40,119.94,2.9985
76,40,119.94,2.9985
76.02,40,119.9,2.9975
76.04,40,119.94,2.9985
76.06,40,119.94,2.9985
76.08,39.5,118.4605,2.999
76.1,40,119.94,2.9985
76.12,40,119.9,2.9975
76.14,40,119.94,2.9985
76.16,39.5,118.4408,2.9985
76.18,39.5,118.4408,2.9985
76.2,39.5,118.4408,2.9985
76.22,39.5,118.4012,2.9975
76.24,39.5,118.4605,2.999
76.26,39.5,118.4408,2.9985
76.28,39.5,118.4605,2.999
76.3,39.5,118.4605,2.999
76.32,39.5,118.4408,2.9985
76.34,39.5,118.4408,2.9985
76.36,39.5,118.4408,2.9985
76.38,39.5,118.4012,2.9975
76.4,39.5,118.4408,2.9985
76.42,39,116.9415,2.9985
76.44,39.5,118.4605,2.999
76.46,39.5,118.4408,2.9985
76.48,39.5,118.4408,2.9985
76.5,39.5,118.4408,2.9985
76.52,39,116.9415,2.9985
76.54,39,116.9025,2.9975
76.56,39.5,118.4408,2.9985
76.58,39.5,118.4605,2.999
76.6,39.5,118.4605,2.999
76.62,39.5,118.4408,2.9985
76.64,39,116.9415,2.9985
76.66,39.5,118.4605,2.999
76.68,39.5,118.4408,2.9985
76.7,48,143.952,2.999
76.72,48,143.952,2.999
76.74,48,143.88,2.9975
76.76,48,143.928,2.9985
76.78,48.5,145.4273,2.9985
76.8,48,143.928,2.9985
76.82,48,143.928,2.9985
76.84,48,143.928,2.9985
76.86,48,143.952,2.999
76.88,48,143.928,2.9985
76.9,48,143.952,2.999
76.92,48,143.928,2.9985
76.94,48,143.928,2.9985
76.96,48,143.928,2.9985
76.98,48,143.88,2.9975
77,48,143.928,2.9985
77.02,48,143.928,2.9985
77.04,48,143.928,2.9985
77.06,48,143.928,2.9985
77.08,48,143.928,2.9985
77.1,48,143.928,2.9985
77.12,48,143.952,2.999
77.14,48,143.952,2.999
77.16,48.5,145.4273,2.9985
77.18,48.5,145.4273,2.9985
77.2,48,143.928,2.9985
77.22,48,143.928,2.9985
77.24,48,143.928,2.9985
77.26,48,143.952,2.999
77.28,48,143.928,2.9985
77.3,46,137.931,2.9985
77.32,46,137.931,2.9985
77.34,45.5,136.4317,2.9985
77.36,46,137.885,2.9975
77.38,46,137.954,2.999
77.4,46,137.931,2.9985
77.42,46,137.885,2.9975
77.44,45.5,136.4317,2.9985
77.46,46,137.931,2.9985
77.48,46,137.931,2.9985
77.5,45.5,136.4317,2.9985
77.52,46,137.885,2.9975
77.54,46,137.931,2.9985
77.56,45,134.8875,2.9975
77.58,46,137.954,2.999
77.6,46,137.885,2.9975
77.62,45.5,136.4317,2.9985
77.64,45.5,136.4545,2.999
77.66,46,137.931,2.9985
77.68,46,137.954,2.999
77.7,37,110.9075,2.9975
77.72,37,110.9445,2.9985
77.74,36.5,109.4453,2.9985
77.76,37,110.9445,2.9985
77.78,37,110.9075,2.9975
77.8,37,110.9445,2.9985
77.82,37,110.9445,2.9985
77.84,37,110.9075,2.9975
77.86,37,110.9075,2.9975
77.88,37,110.9445,2.9985
77.9,37,110.9075,2.9975
77.92,37,110.9445,2.9985
77.94,37,110.9445,2.9985
77.96,37,110.9445,2.9985
77.98,37,111,3
78,37,110.9445,2.9985
78.02,37,110.9445,2.9985
78.04,37,110.9445,2.9985
78.06,37,110.9445,2.9985
78.08,37.5,112.4062,2.9975
78.1,37,110.9445,2.9985
78.12,37,110.9445,2.9985
78.14,37,110.9445,2.9985
78.16,37,110.963,2.999
78.18,37.5,112.4438,2.9985
78.2,37,110.9445,2.9985
78.22,37,110.963,2.999
78.24,37,110.9445,2.9985
78.26,37,110.9445,2.9985
78.28,37,110.9445,2.9985
78.3,37,110.9075,2.9975
78.32,37,110.889,2.997
78.34,37,110.963,2.999
78.36,37,110.9445,2.9985
78.38,37,110.9445,2.9985
78.4,37,110.9445,2.9985
78.42,37,110.9075,2.9975
78.44,37,110.9445,2.9985
78.46,37,110.963,2.999
78.48,37,110.9445,2.9985
78.5,37,110.963,2.999
78.52,37,110.9445,2.9985
78.54,37,110.9445,2.9985
78.56,37,110.9445,2.9985
78.58,37.5,112.4438,2.9985
78.6,37,110.9075,2.9975
78.62,39.5,118.4012,2.9975
78.64,40,119.94,2.9985
78.66,40,119.96,2.999
78.68,40,119.94,2.9985
78.7,48.5,145.3788,2.9975
78.72,48.5,145.4273,2.9985
78.74,48.5,145.4515,2.999
78.76,48.5,145.4273,2.9985
78.78,48.5,145.4515,2.999
78.8,48.5,145.4273,2.9985
78.82,48.5,145.4273,2.9985
78.84,48.5,145.4273,2.9985
78.86,48.5,145.4273,2.9985
78.88,48.5,145.4273,2.9985
78.9,48.5,145.4273,2.9985
78.92,48.5,145.4515,2.999
78.94,48.5,145.4515,2.999
78.96,49,146.951,2.999
78.98,48.5,145.4273,2.9985
79,48.5,145.4273,2.9985
79.02,48.5,145.4273,2.9985
79.04,47.5,142.4525,2.999
79.06,48.5,145.4273,2.9985
79.08,48.5,145.3788,2.9975
79.1,48.5,145.4273,2.9985
79.12,48.5,145.3788,2.9975
79.14,48.5,145.3788,2.9975
79.16,48.5,145.4273,2.9985
79.18,48.5,145.4515,2.999
79.2,48.5,145.4273,2.9985
79.22,48,143.928,2.9985
79.24,48.5,145.4515,2.999
79.26,48.5,145.4273,2.9985
79.28,48.5,145.3788,2.9975
79.3,48.5,145.4273,2.9985
79.32,48.5,145.4273,2.9985
79.34,48.5,145.3788,2.9975
79.36,49,146.9265,2.9985
79.38,49,146.9265,2.9985
79.4,48.5,145.4273,2.9985
79.42,48.5,145.4273,2.9985
79.44,48.5,145.4273,2.9985
79.46,48.5,145.4515,2.999
79.48,48.5,145.4515,2.999
79.5,48.5,145.4515,2.999
79.52,48.5,145.3788,2.9975
79.54,48.5,145.4515,2.999
79.56,48.5,145.4273,2.9985
79.58,48.5,145.4273,2.9985
79.6,48.5,145.4273,2.9985
79.62,48.5,145.4273,2.9985
79.64,48.5,145.4273,2.9985
79.66,48.5,145.4273,2.9985
79.68,48.5,145.3788,2.9975
79.7,41,122.9385,2.9985
79.72,41,122.9385,2.9985
79.74,41,122.9385,2.9985
79.76,41.5,124.4378,2.9985
79.78,41,122.9385,2.9985
79.8,41,122.8975,2.9975
79.82,41,122.8975,2.9975
79.84,41,122.9385,2.9985
79.86,41,122.9385,2.9985
79.88,41.5,124.4378,2.9985
79.9,41,122.8975,2.9975
79.92,41,122.9385,2.9985
79.94,41,122.9385,2.9985
79.96,38.5,115.4423,2.9985
79.98,38.5,115.4423,2.9985
80,38,113.943,2.9985
80.02,38.5,115.4423,2.9985
80.04,38,113.943,2.9985
80.06,38.5,115.4423,2.9985
80.08,38.5,115.4423,2.9985
80.1,38,113.943,2.9985
80.12,38,113.943,2.9985
80.14,38,113.943,2.9985
80.16,38.5,115.4615,2.999
80.18,38.5,115.4037,2.9975
80.2,38,113.943,2.9985
80.22,38,113.943,2.9985
80.24,38,113.943,2.9985
80.26,38.5,115.4037,2.9975
80.28,38.5,115.4615,2.999
80.3,38,113.962,2.999
80.32,38,113.943,2.9985
80.34,38,113.943,2.9985
80.36,38.5,115.4423,2.9985
80.38,38.5,115.4423,2.9985
80.4,38,113.962,2.999
80.42,38,113.943,2.9985
80.44,38,113.962,2.999
80.46,38,113.943,2.9985
80.48,38,113.943,2.9985
80.5,38,113.943,2.9985
80.52,37.5,112.4062,2.9975
80.54,38,113.905,2.9975
80.56,38,113.943,2.9985
80.58,38,113.943,2.9985
80.6,38,113.962,2.999
80.62,38,113.943,2.9985
80.64,38,113.943,2.9985
80.66,38.5,115.4423,2.9985
80.68,38,113.943,2.9985
80.7,46,137.954,2.999
80.72,46.5,139.4535,2.999
80.74,46,137.885,2.9975
80.76,46,137.954,2.999
80.78,46,137.931,2.9985
80.8,46,137.931,2.9985
80.82,46,137.954,2.999
80.84,46,137.931,2.9985
80.86,46,137.931,2.9985
80.88,46,137.885,2.9975
80.9,46,137.931,2.9985
80.92,46,137.931,2.9985
80.94,46,137.931,2.9985
80.96,46,137.931,2.9985
80.98,46,137.885,2.9975
81,46,137.931,2.9985
81.02,46,137.931,2.9985
81.04,46,137.931,2.9985
81.06,46.5,139.4303,2.9985
81.08,46,137.885,2.9975
81.1,46,137.931,2.9985
81.12,46,137.931,2.9985
81.14,46,137.931,2.9985
81.16,46,137.954,2.999
81.18,46,137.885,2.9975
81.2,46,137.931,2.9985
81.22,46,137.931,2.9985
81.24,45.5,136.4317,2.9985
81.26,46,137.931,2.9985
81.28,46,137.954,2.999
81.3,46,137.954,2.999
81.32,46,137.885,2.9975
81.34,46,137.954,2.999
81.36,46,137.885,2.9975
81.38,46,137.931,2.9985
81.4,46,137.885,2.9975
81.42,46,137.931,2.9985
81.44,46,137.931,2.9985
81.46,46,137.931,2.9985
81.48,46,137.931,2.9985
81.5,46,137.931,2.9985
81.52,46,137.931,2.9985
81.54,46,137.931,2.9985
81.56,46,137.954,2.999
81.58,46,137.931,2.9985
81.6,46,137.885,2.9975
81.62,46,137.954,2.999
81.64,46,137.931,2.9985
81.66,46,137.931,2.9985
81.68,46,137.931,2.9985
81.7,37,110.9075,2.9975
81.72,37,110.9445,2.9985
81.74,37,110.963,2.999
81.76,37.5,112.4625,2.999
81.78,37.5,112.4438,2.9985
81.8,37,110.9445,2.9985
81.82,37,110.9445,2.9985
81.84,37,110.9445,2.9985
81.86,38,113.943,2.9985
81.88,37.5,112.4438,2.9985
81.9,37.5,112.4438,2.9985
81.92,37.5,112.4625,2.999
81.94,37.5,112.4438,2.9985
81.96,37.5,112.4438,2.9985
81.98,37.5,112.4438,2.9985
82,36.5,109.4453,2.9985
82.02,37.5,112.4062,2.9975
82.04,37.5,112.4438,2.9985
82.06,37.5,112.4625,2.999
82.08,37.5,112.4438,2.9985
82.1,37.5,112.4438,2.9985
82.12,37.5,112.4625,2.999
82.14,37.5,112.4625,2.999
82.16,37.5,112.4062,2.9975
82.18,40,119.9,2.9975
82.2,40.5,121.4393,2.9985
82.22,40.5,121.4393,2.9985
82.24,40.5,121.4393,2.9985
82.26,41,122.9385,2.9985
82.28,41,122.9385,2.9985
82.3,40.5,121.4393,2.9985
82.32,40.5,121.3988,2.9975
82.34,40.5,121.4393,2.9985
82.36,41,122.959,2.999
82.38,41,122.9385,2.9985
82.4,40.5,121.3988,2.9975
82.42,40.5,121.4393,2.9985
82.44,40.5,121.3988,2.9975
82.46,41,122.9385,2.9985
82.48,41,122.9385,2.9985
82.5,41,122.9385,2.9985
82.52,40.5,121.4393,2.9985
82.54,40.5,121.4595,2.999
82.56,41,122.8975,2.9975
82.58,41,122.9385,2.9985
82.6,40.5,121.3988,2.9975
82.62,40.5,121.4595,2.999
82.64,40.5,121.3785,2.997
82.66,40.5,121.4595,2.999
82.68,40.5,121.4393,2.9985
82.7,49.5,148.4505,2.999
82.72,49.5,148.4258,2.9985
82.74,49.5,148.4258,2.9985
82.76,49.5,148.3763,2.9975
82.78,49.5,148.3763,2.9975
82.8,49.5,148.4258,2.9985
82.82,49,146.9265,2.9985
82.84,49.5,148.4505,2.999
82.86,49,146.8775,2.9975
82.88,49,146.951,2.999
82.9,49,146.9265,2.9985
82.92,49,146.9265,2.9985
82.94,49,146.9265,2.9985
82.96,49.5,148.3763,2.9975
82.98,49,146.8775,2.9975
83,49,146.9265,2.9985
83.02,49,146.9265,2.9985
83.04,49,146.951,2.999
83.06,49,146.951,2.999
83.08,49.5,148.4505,2.999
83.1,49,146.9265,2.9985
83.12,49,146.951,2.999
83.14,49,146.9265,2.9985
83.16,49.5,148.4505,2.999
83.18,49,146.9265,2.9985
83.2,49,146.9265,2.9985
83.22,49,146.8775,2.9975
83.24,49,146.951,2.999
83.26,49.5,148.4258,2.9985
83.28,49,146.8775,2.9975
83.3,49.5,148.4505,2.999
83.32,49,146.9265,2.9985
83.34,49,146.8775,2.9975
83.36,49.5,148.3763,2.9975
83.38,49,146.8775,2.9975
83.4,49,146.8775,2.9975
83.42,49,146.9265,2.9985
83.44,49,146.951,2.999
83.46,49.5,148.4258,2.9985
83.48,48.5,145.4273,2.9985
83.5,46.5,139.4535,2.999
83.52,46.5,139.4303,2.9985
83.54,46.5,139.4303,2.9985
83.56,47,140.8825,2.9975
83.58,46.5,139.4303,2.9985
83.6,46.5,139.4535,2.999
83.62,46.5,139.4303,2.9985
83.64,46.5,139.4535,2.999
83.66,46,137.931,2.9985
83.68,46.5,139.4303,2.9985
83.7,38,113.962,2.999
83.72,38,113.943,2.9985
83.74,38,113.943,2.9985
83.76,38,113.943,2.9985
83.78,38,113.943,2.9985
83.8,38,113.943,2.9985
83.82,38,113.943,2.9985
83.84,38,113.943,2.9985
83.86,38,113.943,2.9985
83.88,38,113.943,2.9985
83.9,38,113.905,2.9975
83.92,38,113.962,2.999
83.94,38,113.943,2.9985
83.96,38,113.905,2.9975
83.98,38,113.962,2.999
84,38,113.962,2.999
84.02,38,113.943,2.9985
84.04,38,113.905,2.9975
84.06,38,113.962,2.999
84.08,38,113.905,2.9975
84.1,38,113.905,2.9975
84.12,38,113.943,2.9985
84.14,38,113.943,2.9985
84.16,38,113.943,2.9985
84.18,38,113.905,2.9975
84.2,38,113.943,2.9985
84.22,38,113.943,2.9985
84.24,38,113.962,2.999
84.26,38,113.962,2.999
84.28,38,113.943,2.9985
84.3,38,113.943,2.9985
84.32,38,113.943,2.9985
84.34,38,113.943,2.9985
84.36,38,113.943,2.9985
84.38,38,113.943,2.9985
84.4,38,113.905,2.9975
84.42,38,113.943,2.9985
84.44,38,113.943,2.9985
84.46,38,113.943,2.9985
84.48,38,113.905,2.9975
84.5,38,113.905,2.9975
84.52,38,113.905,2.9975
84.54,38,113.943,2.9985
84.56,38,113.905,2.9975
84.58,38,113.943,2.9985
84.6,38,113.943,2.9985
84.62,38,113.943,2.9985
84.64,38,113.905,2.9975
84.66,38,113.943,2.9985
84.68,38,113.943,2.9985
84.7,46.5,139.4303,2.9985
84.72,46.5,139.4303,2.9985
84.74,46.5,139.4303,2.9985
84.76,47,140.8825,2.9975
84.78,46.5,139.4303,2.9985
84.8,46.5,139.4303,2.9985
84.82,46.5,139.4303,2.9985
84.84,49,146.9265,2.9985
84.86,49.5,148.3763,2.9975
84.88,49.5,148.4505,2.999
84.9,49.5,148.3763,2.9975
84.92,49,146.8775,2.9975
84.94,49,146.9265,2.9985
84.96,48.5,145.3788,2.9975
84.98,49.5,148.3763,2.9975
85,49,146.951,2.999
85.02,49,146.951,2.999
85.04,49,146.9265,2.9985
85.06,49.5,148.4258,2.9985
85.08,49.5,148.4258,2.9985
85.1,49.5,148.4258,2.9985
85.12,49.5,148.4258,2.9985
85.14,48.5,145.4273,2.9985
85.16,49.5,148.4258,2.9985
85.18,49.5,148.4258,2.9985
85.2,49.5,148.4258,2.9985
85.22,49.5,148.4258,2.9985
85.24,49.5,148.4505,2.999
85.26,49.5,148.4258,2.9985
85.28,49.5,148.4505,2.999
85.3,49.5,148.4505,2.999
85.32,49.5,148.3763,2.9975
85.34,49.5,148.4258,2.9985
85.36,49.5,148.4505,2.999
85.38,49.5,148.4258,2.9985
85.4,49.5,148.4505,2.999
85.42,49.5,148.4258,2.9985
85.44,49.5,148.4258,2.9985
85.46,49.5,148.4258,2.9985
85.48,49,146.9265,2.9985
85.5,49,146.8775,2.9975
85.52,49.5,148.4505,2.999
85.54,49,146.9265,2.9985
85.56,49.5,148.4505,2.999
85.58,49.5,148.3763,2.9975
85.6,49,146.8775,2.9975
85.62,49.5,148.4258,2.9985
85.64,49,146.8775,2.9975
85.66,49.5,148.4505,2.999
85.68,49.5,148.4258,2.9985
85.7,40.5,121.4393,2.9985
85.72,40.5,121.4393,2.9985
85.74,40.5,121.4393,2.9985
85.76,40.5,121.4393,2.9985
85.78,41,122.877,2.997
85.8,40.5,121.4393,2.9985
85.82,40.5,121.4393,2.9985
85.84,40.5,121.4393,2.9985
85.86,40.5,121.3988,2.9975
85.88,40.5,121.4595,2.999
85.9,40.5,121.4393,2.9985
85.92,40.5,121.4595,2.999
85.94,40.5,121.4595,2.999
85.96,40.5,121.4595,2.999
85.98,40,119.9,2.9975
86,39.5,118.4012,2.9975
86.02,40,119.9,2.9975
86.04,39.5,118.4408,2.9985
86.06,40,119.96,2.999
86.08,39.5,118.4605,2.999
86.1,39.5,118.4012,2.9975
86.12,39.5,118.4012,2.9975
86.14,40,119.94,2.9985
86.16,40,119.88,2.997
86.18,39.5,118.4408,2.9985
86.2,39.5,118.4408,2.9985
86.22,40,119.9,2.9975
86.24,39.5,118.4605,2.999
86.26,40,119.9,2.9975
86.28,39.5,118.4408,2.9985
86.3,39.5,118.4408,2.9985
86.32,40,119.96,2.999
86.34,39.5,118.4408,2.9985
86.36,40,119.94,2.9985
86.38,40,119.94,2.9985
86.4,40,119.96,2.999
86.42,40,119.94,2.9985
86.44,40,119.96,2.999
86.46,40,119.96,2.999
86.48,40,119.94,2.9985
86.5,40,119.96,2.999
86.52,40,119.94,2.9985
86.54,40,119.94,2.9985
86.56,40,119.94,2.9985
